id,answer
62,"To compute \(\begin{bmatrix} 1 & 0.1 \\ 0.1 & 1 \end{bmatrix}^{10}\) exactly, denote the matrix as \(A = \begin{bmatrix} 1 & 0.1 \\ 0.1 & 1 \end{bmatrix}\).

The eigenvalues of \(A\) are \(\lambda_1 = 1.1 = \frac{11}{10}\) and \(\lambda_2 = 0.9 = \frac{9}{10}\).

The matrix \(A\) can be diagonalized as \(A = Q D Q^{-1}\), where \(D = \begin{bmatrix} \frac{11}{10} & 0 \\ 0 & \frac{9}{10} \end{bmatrix}\), \(Q = \begin{bmatrix} 1 & 1 \\ 1 & -1 \end{bmatrix}\), and \(Q^{-1} = \begin{bmatrix} \frac{1}{2} & \frac{1}{2} \\ \frac{1}{2} & -\frac{1}{2} \end{bmatrix}\).

Thus, \(A^{10} = Q D^{10} Q^{-1}\), where \(D^{10} = \begin{bmatrix} \left(\frac{11}{10}\right)^{10} & 0 \\ 0 & \left(\frac{9}{10}\right)^{10} \end{bmatrix} = \begin{bmatrix} \frac{11^{10}}{10^{10}} & 0 \\ 0 & \frac{9^{10}}{10^{10}} \end{bmatrix}\).

Performing the matrix multiplication yields:

\[
A^{10} = \begin{bmatrix} \dfrac{11^{10} + 9^{10}}{2 \times 10^{10}} & \dfrac{11^{10} - 9^{10}}{2 \times 10^{10}} \\ \dfrac{11^{10} - 9^{10}}{2 \times 10^{10}} & \dfrac{11^{10} + 9^{10}}{2 \times 10^{10}} \end{bmatrix}.
\]"
63,"\[
A^{10} = \begin{bmatrix} -\dfrac{1}{9} & \dfrac{8}{9} & -\dfrac{4}{9} \\ \dfrac{8}{9} & -\dfrac{1}{9} & -\dfrac{4}{9} \\ -\dfrac{4}{9} & -\dfrac{8}{27} & -\dfrac{7}{9} \end{bmatrix}
\]"
64,"To compute \(\ln(I + \frac{1}{4} A) Y\), where \(A = \begin{bmatrix} 1 & 1 \\ 1 & 1 \end{bmatrix}\) and \(Y = \begin{bmatrix} 1 \\ 2 \end{bmatrix}\), correct to four decimals, follow these steps.

First, compute \(I + \frac{1}{4} A\):
\[
I + \frac{1}{4} A = \begin{bmatrix} 1 & 0 \\ 0 & 1 \end{bmatrix} + \begin{bmatrix} 0.25 & 0.25 \\ 0.25 & 0.25 \end{bmatrix} = \begin{bmatrix} 1.25 & 0.25 \\ 0.25 & 1.25 \end{bmatrix}.
\]

The matrix logarithm \(\ln(B)\), where \(B = \begin{bmatrix} 1.25 & 0.25 \\ 0.25 & 1.25 \end{bmatrix}\), is computed by diagonalizing \(B\). The eigenvalues of \(B\) are 1 and 1.5, and the eigenvectors are \(\begin{bmatrix} 1 \\ -1 \end{bmatrix}\) and \(\begin{bmatrix} 1 \\ 1 \end{bmatrix}\).

Thus, \(B = P D P^{-1}\), where \(D = \begin{bmatrix} 1 & 0 \\ 0 & 1.5 \end{bmatrix}\) and \(P = \begin{bmatrix} 1 & 1 \\ -1 & 1 \end{bmatrix}\). Then, \(P^{-1} = \frac{1}{2} \begin{bmatrix} 1 & -1 \\ 1 & 1 \end{bmatrix}\).

The matrix logarithm is \(\ln(B) = P (\ln D) P^{-1}\), where \(\ln D = \begin{bmatrix} \ln(1) & 0 \\ 0 & \ln(1.5) \end{bmatrix} = \begin{bmatrix} 0 & 0 \\ 0 & 0.4055 \end{bmatrix}\).

Compute \(\ln(B)\):
\[
\ln(B) = \begin{bmatrix} 1 & 1 \\ -1 & 1 \end{bmatrix} \begin{bmatrix} 0 & 0 \\ 0 & 0.4055 \end{bmatrix} \frac{1}{2} \begin{bmatrix} 1 & -1 \\ 1 & 1 \end{bmatrix} = \begin{bmatrix} 0.2028 & 0.2028 \\ 0.2028 & 0.2028 \end{bmatrix}.
\]

Finally, multiply by \(Y\):
\[
\ln(I + \frac{1}{4} A) Y = \begin{bmatrix} 0.2028 & 0.2028 \\ 0.2028 & 0.2028 \end{bmatrix} \begin{bmatrix} 1 \\ 2 \end{bmatrix} = \begin{bmatrix} 0.6082 \\ 0.6082 \end{bmatrix}.
\]"
65,"The spectral norm of \(A\), denoted \(\|A\|_2\), is the largest singular value of \(A\). Since \(A\) is symmetric, \(\|A\|_2\) equals the absolute value of the largest eigenvalue of \(A\).

The eigenvalues of \(A\) are \(5\), \(1\), \(1\), and \(1\). Thus, \(\|A\|_2 = 5\).

A vector \(x\) with \(\|x\|_2 = 1\) satisfying \(\|A x\|_2 = 5\) is an eigenvector corresponding to the eigenvalue \(5\). The eigenvector is \(\begin{bmatrix} 1 \\ -1 \\ -1 \\ 1 \end{bmatrix}\), and normalizing it gives:

\[
x = \frac{1}{2} \begin{bmatrix} 1 \\ -1 \\ -1 \\ 1 \end{bmatrix}
\]

Verification: \(A x = 5 x\), so \(\|A x\|_2 = \|5 x\|_2 = 5 \|x\|_2 = 5 \cdot 1 = 5\)."
66,"For the matrix \( A = \begin{bmatrix} 1 & 4 & 9 \\ 4 & 9 & 16 \\ 9 & 16 & 25 \end{bmatrix} \), the condition number is calculated as follows.

**Using the maximum absolute row sum norm (infinity norm):**

- \( \Vert A \Vert_\infty = \max \{ 14, 29, 50 \} = 50 \)
- \( A^{-1} = \begin{bmatrix} \frac{31}{8} & -\frac{11}{2} & \frac{17}{8} \\ -\frac{11}{2} artistique & 7 & -\frac{5}{2} \\ \frac{17}{8} & -\frac{5}{2} & \frac{7}{8} \end{bmatrix} \)
- \( \Vert A^{-1} \Vert_\infty = \max \{ sikker11.5, 15, 5.5 \} = 15 \)
- \( \kappa(A)_\infty = \Vert A \Vert_\infty \cdot \Vert A^{-1} \Vert_\infty = 50 \times 15 = 750 \)

**Using the spectral norm (2-norm):**

- The eigenvalues of A are the roots of the characteristic polynomial \( \lambda^3 - 35\lambda^2 - 94\lambda + 8 = 0 \), approximately \( 37.792, -0.104, 0.312 \).
- The singular values are the absolute values of the eigenvalues: \( 37.792, 0.312, 0.104 \).
- \( \Vert A \Vert_2 = 37.792 \), \( \Vert A^{-1} \Vert_2 = \frac{1}{0.104} = 9.615 \)
- \( \kappa(A)_2 = \Vert A \Vert_2 \cdot \Vert A^{-1} \Vert_2 = 37.792 \times 9.615 = 363.26 \)"
67,"To minimize the condition number \(\kappa_\infty(A(\alpha))\) for the matrix \(A(\alpha) = \begin{bmatrix} 0.1\alpha & 0.1\alpha \\ 10 & 1.5 \end{bmatrix}\) using the infinity norm, compute \(\kappa_\infty(A(\alpha)) = \|A(\alpha)\|_\infty \cdot \|A(\alpha)^{-1}\|_\infty\).

The infinity norm of \(A(\alpha)\) is \(\|A(\alpha)\|_\infty = \max(0.2|\alpha|, 11.5)\).

The inverse is \(A(\alpha)^{-1} = \frac{1}{-0.85\alpha} \begin{bmatrix} 1.5 & -0.1\alpha \\ -10 & 0.1\alpha \end{bmatrix}\), and its infinity norm is \(\|A(\alpha)^{-1}\|_\infty = \frac{10}{0.85|\alpha|} + \frac{0.1}{0.85}\).

Thus, \(\kappa_\infty(A(\alpha)) = \max(0.2|\alpha|, 11.5) \cdot \left( \frac{10}{0.85|\alpha|} + \frac{0.1}{0.85} \right)\).

Assuming \(\alpha > 0\), \(\kappa_\infty(A(\alpha))\) is minimized at the point where the behavior changes, i.e., \(0.2\alpha = 11.5\).

Solving \(0.2\alpha = 11.5\) gives \(\alpha = \frac{11.5}{0.2} = 57.5\).

At \(\alpha = 57.5\), \(\kappa_\infty(A(57.5))\) is minimized."
68,"The original system is \(A x = b\), where
\[
A = \begin{bmatrix} 1 & 2 \\ 2 & -1 \end{bmatrix}, \quad x = \begin{bmatrix} x_1 \\ x_2 \end{bmatrix}, \quad b = \begin{bmatrix} 5 \\ 0 \end{bmatrix}.
\]
The solution is \(x = A^{-1} b = \begin{bmatrix} 1 \\ 2 \end{bmatrix}\).

With the disturbance \(e = \begin{bmatrix} \epsilon_1 \\ \epsilon_2 \end{bmatrix}\) where \(|\epsilon_1| \leq 10^{-4}\) and \(|\epsilon_2| \leq 10^{-4}\), the perturbed system is \(A x' = b + e\), and the error is \(\Delta x = x' - x = A^{-1} e\).

The inverse is
\[
A^{-1} = \begin{bmatrix} \frac{1}{5} & \frac{2}{5} \\ \frac{2}{5} & -\frac{1}{5} \end{bmatrix}.
\]
Thus,
\[
\Delta x = \begin{bmatrix} \frac{1}{5} \epsilon_1 + \frac{2}{5} \epsilon_2 \\ \frac{2}{5} \epsilon_1 - \frac{1}{5} \epsilon_2 \end{bmatrix}.
\]

The 2-norm of the error is bounded by \(\| \Delta x \|_2 \leq \| A^{-1} \|_2 \| e \|_2\).

- \(\| A^{-1} \|_2 = \frac{1}{\sqrt{5}}\),
- \(\| e \|_2 \leq \sqrt{ (\epsilon_1)^2 + (\epsilon_2)^2 } \leq \sqrt{2} \times 10^{-4}\).

Therefore,
\[
\| \Delta x \|_2 \leq \frac{1}{\sqrt{5}} \cdot \sqrt{2} \times 10^{-4} = 10^{-4} \sqrt{\frac{2}{5}} \approx 6.32 \times 10^{-5}.
\]

This indicates that the maximum 2-norm of the error in the solution is approximately \(6.32 \times 10^{-5}\)."
69,"The exact solution to the system is obtained by solving:

\[
\begin{pmatrix} 1 & 1.001 \\ 1 & 1 \end{pmatrix} \begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} 2.001 \\ 2 \end{pmatrix}.
\]

Subtracting the second equation from the first gives \(0.001x_2 = 0.001\), so \(x_2 = 1\). Substituting into the second equation yields \(x_1 + 1 = 2\), so \(x_1 = 1\).

Thus, the exact solution is \(\mathbf{x} = \begin{pmatrix} 1 \\ 1 \end{pmatrix}\).

For \(\mathbf{y} = \begin{pmatrix} 2 \\ 0 \end{pmatrix}\), the residual is:

\[
\mathbf{r} = A \mathbf{y} - \mathbf{b} = \begin{pmatrix} 1 & 1.001 \\ 1 & 1 \end{pmatrix} \begin{pmatrix} 2 \\ 0 \end{pmatrix} - \begin{pmatrix} 2.001 \\ 2 \end{pmatrix} = \begin{pmatrix} 2 \\ 2 \end{pmatrix} - \begin{pmatrix} 2.001 \\ 2 \end{pmatrix} = \begin{pmatrix} -0.001 \\ 0 \end{pmatrix}.
\]

The relative error is:

\[
\frac{\|\mathbf{x} - \mathbf{y}\|_2}{\|\mathbf{x}\|_2} = \frac{\left\| \begin{pmatrix} 1 \\ 1 \end{pmatrix} - \begin{pmatrix} 2 \\ 0 \end{pmatrix} \right\|_2}{\left\| \begin{pmatrix} 1 \\ 1 \end{pmatrix} \right\|_2} = \frac{\left\| \begin{pmatrix} -1 \\ 1 \end{pmatrix} \right\|_2}{\sqrt{2}} = \frac{\sqrt{(-1)^2 + 1^2}}{\sqrt{2}} = \frac{\sqrt{2}}{\sqrt{2}} = 1.
\]

The relative residual is:

\[
\frac{\|\mathbf{r}\|_2}{\|\mathbf{b}\|_2} = \frac{\left\| \begin{pmatrix} -0.001 \\ 0 \end{pmatrix} \right\|_2}{\left\| \begin{pmatrix} 2.001 \\ 2 \end{pmatrix} \right\|_2} = \frac{\sqrt{(-0.001)^2 + 0^2}}{\sqrt{(2.001)^2 + 2^2}} = \frac{0.001}{\sqrt{8.004001}} \approx \frac{0.001}{2.829} \approx 0.000353.
\]

The relative error (1) is much larger than the relative residual (\(\approx 0.000353\)), indicating that the system is ill-conditioned."
70,"The system of equations is \(Ax = b\), where
\[
A = \begin{bmatrix}
\frac{1}{2} & \frac{1}{3} & \frac{1}{4} \\
\frac{1}{3} & \frac{1}{4} & \frac{1}{5} \\
\frac{1}{4} & \frac{1}{5} & \frac{1}{6}
\end{bmatrix}
\]
and each component of \(b\) has an error bounded by \(\epsilon\), so \(b = b_{\text{true}} + \delta b\) with \(|\delta b_i| \leq \epsilon\).

The solution vector is \(x = A^{-1} b\). The components of \(x\) are thus given by solving the system:
\[
x_1 = \text{first component of } A^{-1} b, \quad
x_2 = \text{second component of } A^{-1} b, \quad
x_3 = \text{third component of } A^{-1} b.
\]

The sum \(y = x_1 + x_2 + x_3\) can be expressed as \(y = e^T x = e^T A^{-1} b\), where \(e = \begin{bmatrix} 1 \\ 1 \\ 1 \end{bmatrix}\). Solving \(A c = e\) yields \(c = \begin{bmatrix} 12 \\ -60 \\ 60 \end{bmatrix}\), so
\[
y = 12 b_1 - 60 b_2 + 60 b_3.
\]

Due to the error in \(b\), the error in \(y\) is bounded by
\[
|\delta y| \leq 12 \epsilon + 60 \epsilon + 60 \epsilon = 132 \epsilon.
\]"
71,"The eigenvalues of the matrix \( A \) are given by \( \lambda_k = 2 \cos\left( \frac{k \pi}{7} \right) \) for \( k = 1, 2, \dots, 6 \).

The eigenvalues of \( A^{-1} \) are \( \mu_k = \frac{1}{\lambda_k} \).

The spectral radius of \( A^{-1} \) is \( \rho(A^{-1}) = \max_k \left| \mu_k \right| = \frac{1}{\min_k |\lambda_k|} \).

The minimum absolute eigenvalue of \( A \) is \( |\lambda_3| = 2 \cos\left( \frac{3\pi}{7} \right) \).

Thus, \( \rho(A^{-1}) = \frac{1}{2 \cos\left( \frac{3\pi}{7} \right)} \)."
72,"To estimate the eigenvalues and the matrix 2-norm of the matrix \( A = \begin{bmatrix} -1 & 0 & 1 + 2i \\ 0 & 2 & 1 - i \\ 1 - 2i & 1 + i & 0 \end{bmatrix} \), consider the following bounds.

The magnitude of any eigenvalue \( \lambda \) of \( A \) satisfies \( |\lambda| \leq \|A\|_2 \), where \( \|A\|_2 \) is the matrix 2-norm.

The 1-norm and infinity-norm of \( A \) are computed as follows:  
- \( \|A\|_1 = \max(\text{column sums of absolute values}) = \sqrt{5} + \sqrt{2} \),  
- \( \|A\|_\infty = \max(\text{row sums of absolute values}) = \sqrt{5} + \sqrt{2} \).  

Thus, an upper estimate for \( \|A\|_2 \) is given by \( \|A\|_2 \leq \sqrt{\|A\|_1 \, \|A\|_\infty} = \sqrt{(\sqrt{5} + \sqrt{2})^2} = \sqrt{5} + \sqrt{2} \).

Therefore:  
- A good upper estimate for the magnitude of any eigenvalue is \( |\lambda| \leq \sqrt{5} + \sqrt{2} \), approximately 3.65.  
- An upper estimate for the matrix 2-norm is \( \|A\|_2 \leq \sqrt{5} + \sqrt{2} \), approximately 3.65."
73,"Let \( A = \begin{bmatrix} 1 & 1 \\ 1 & 1 \end{bmatrix} \) and \( B = \begin{bmatrix} \beta_1 & 1 \\ 0 & \beta_2 \end{bmatrix} \).

The product is \( AB = \begin{bmatrix} \beta_1 & 1 + \beta_2 \\ \beta_1 & 1 + \beta_2 \end{bmatrix} \).

The eigenvalues of \( AB \) are \( 0 \) and \( \beta_1 + \beta_2 + 1 \).

For \( (AB)^k \to 0 \) as \( k \to \infty \), all eigenvalues must satisfy \( |\lambda| < 1 \), so \( |\beta_1 + \beta_2 + 1| < 1 \).

This is equivalent to \( -2 < \beta_1 + \beta_2 < 0 \)."
74,"To calculate the matrix function $f(A) = e^A - e^{-A}$, we can use the method of polynomial interpolation based on the eigenvalues of the matrix $A$. For a diagonalizable $n \times n$ matrix, any analytic function $f(A)$ can be expressed as a polynomial in $A$ of degree at most $n-1$. Since $A$ is a $3 \times 3$ matrix, we seek a representation of the form:
$f(A) = c_0 I + c_1 A + c_2 A^2$

The coefficients $c_0, c_1, c_2$ are determined by the scalar-valued equivalent equation $f(\lambda) = c_0 + c_1 \lambda + c_2 \lambda^2$ for each eigenvalue $\lambda$ of $A$.

**Step 1: Find the eigenvalues of $A$**

The eigenvalues are the roots of the characteristic equation $\det(A - \lambda I) = 0$.
$A - \lambda I = \begin{bmatrix} 2-\lambda & 4 & 0 \\ 6 & -\lambda & 8 \\ 0 & 3 & -2-\lambda \end{bmatrix}$

The determinant is:
$\det(A - \lambda I) = (2-\lambda) \begin{vmatrix} -\lambda & 8 \\ 3 & -2-\lambda \end{vmatrix} - 4 \begin{vmatrix} 6 & 8 \\ 0 & -2-\lambda \end{vmatrix}$
$= (2-\lambda) [-\lambda(-2-\lambda) - (8)(3)] - 4 [6(-2-\lambda) - 0]$
$= (2-\lambda) (\lambda^2 + 2\lambda - 24) - 24(-2-\lambda)$
$= 2\lambda^2 + 4\lambda - 48 - \lambda^3 - 2\lambda^2 + 24\lambda + 48 + 24\lambda$
$= -\lambda^3 + 52\lambda$

Setting the characteristic polynomial to zero to find the eigenvalues:
$-\lambda^3 + 52\lambda = 0$
$-\lambda(\lambda^2 - 52) = 0$
The eigenvalues are $\lambda_1 = 0$, $\lambda_2 = \sqrt{52}$, and $\lambda_3 = -\sqrt{52}$.

**Step 2: Set up the system of equations for the coefficients**

We apply the equation $f(\lambda_i) = c_0 + c_1 \lambda_i + c_2 \lambda_i^2$ for each eigenvalue.
The function is $f(\lambda) = e^\lambda - e^{-\lambda}$.

For $\lambda_1 = 0$:
$f(0) = e^0 - e^{-0} = 1 - 1 = 0$.
$0 = c_0 + c_1(0) + c_2(0)^2 \implies c_0 = 0$.

With $c_0=0$, the equation simplifies to $f(\lambda) = c_1 \lambda + c_2 \lambda^2$.

For $\lambda_2 = \sqrt{52}$:
$f(\sqrt{52}) = e^{\sqrt{52}} - e^{-\sqrt{52}}$.
$e^{\sqrt{52}} - e^{-\sqrt{52}} = c_1 (\sqrt{52}) + c_2 (\sqrt{52})^2$
$e^{\sqrt{52}} - e^{-\sqrt{52}} = c_1 \sqrt{52} + 52 c_2$

For $\lambda_3 = -\sqrt{52}$:
$f(-\sqrt{52}) = e^{-\sqrt{52}} - e^{\sqrt{52}} = -(e^{\sqrt{52}} - e^{-\sqrt{52}})$.
$e^{-\sqrt{52}} - e^{\sqrt{52}} = c_1 (-\sqrt{52}) + c_2 (-\sqrt{52})^2$
$-(e^{\sqrt{52}} - e^{-\sqrt{52}}) = -c_1 \sqrt{52} + 52 c_2$

**Step 3: Solve for the coefficients**

We have the following system of linear equations for $c_1$ and $c_2$:
1. $e^{\sqrt{52}} - e^{-\sqrt{52}} = c_1 \sqrt{52} + 52 c_2$
2. $-(e^{\sqrt{52}} - e^{-\sqrt{52}}) = -c_1 \sqrt{52} + 52 c_2$

Adding equation (1) and (2):
$0 = (c_1 \sqrt{52} - c_1 \sqrt{52}) + (52 c_2 + 52 c_2)$
$0 = 104 c_2 \implies c_2 = 0$.

Substituting $c_2 = 0$ into equation (1):
$e^{\sqrt{52}} - e^{-\sqrt{52}} = c_1 \sqrt{52}$
$c_1 = \frac{e^{\sqrt{52}} - e^{-\sqrt{52}}}{\sqrt{52}}$

**Step 4: Calculate $f(A)$**

With $c_0 = 0$, $c_2 = 0$, and the calculated value for $c_1$, the matrix function is:
$f(A) = e^A - e^{-A} = c_1 A$
$f(A) = \left( \frac{e^{\sqrt{52}} - e^{-\sqrt{52}}}{\sqrt{52}} \right) A$

Noting that $\sqrt{52} = \sqrt{4 \times 13} = 2\sqrt{13}$, the scalar coefficient is:
$c_1 = \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{2\sqrt{13}}$

Substituting the matrix $A$:
$f(A) = \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{2\sqrt{13}} \begin{bmatrix} 2 & 4 & 0 \\ 6 & 0 & 8 \\ 0 & 3 & -2 \end{bmatrix}$

Thus, the final result is:
$f(A) = \begin{bmatrix}
2 \left( \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{2\sqrt{13}} \right) & 4 \left( \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{2\sqrt{13}} \right) & 0 \\
6 \left( \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{2\sqrt{13}} \right) & 0 & 8 \left( \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{2\sqrt{13}} \right) \\
0 & 3 \left( \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{2\sqrt{13}} \right) & -2 \left( \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{2\sqrt{13}} \right)
\end{bmatrix}$

This can be simplified to:
$f(A) = \frac{e^{2\sqrt{13}} - e^{-2\sqrt{13}}}{\sqrt{13}} \begin{bmatrix}
1 & 2 & 0 \\
3 & 0 & 4 \\
0 & 3/2 & -1
\end{bmatrix}$"
75,"The eigenvalues of the matrix \( A = \begin{bmatrix} 1 & -2 & 3 \\ 6 & -13 & 18 \\ 4 & -10 & 14 \end{bmatrix} \) are \( \lambda_1 = 1 \), \( \lambda_2 = 2 \), and \( \lambda_3 = -1 \).

The corresponding eigenvectors are:

- For \( \lambda_1 = 1 \): \( \begin{bmatrix} 1 \\ 3 \\ 2 \end{bmatrix} \)
- For \( \lambda_2 = 2 \): \( \begin{bmatrix} 0 \\ 3 \\ 2 \end{bmatrix} \)
- For \( \lambda_3 = -1 \): \( \begin{bmatrix} 1 \\ 4 \\ 3 \end{bmatrix} \)"
76,"To estimate \( |\lambda_i(\epsilon) - \lambda_i(0)| \) for \( i = 1, 2, 3 \), where \( \lambda_i(\epsilon) \) are the eigenvalues of \( A + \epsilon B \) and \( \lambda_i(0) \) are the eigenvalues of \( A \), first compute the eigenvalues of \( A \).

The eigenvalues of \( A \) are \( \lambda_1(0) = -1 \), \( \lambda_2(0) = 0 \), and \( \lambda_3(0) = 1 \).

Using first-order perturbation theory for non-symmetric matrices, the perturbed eigenvalue is approximated as \( \lambda_i(\epsilon) \approx \lambda_i(0) + \epsilon \cdot \frac{\mathbf{u}_i^H B \mathbf{v}_i}{\mathbf{u}_i^H \mathbf{v}_i} + O(\epsilon^2) \), where \( \mathbf{v}_i \) and \( \mathbf{u}_i \) are the right and left eigenvectors corresponding to \( \lambda_i(0) \), respectively.

The right eigenvectors are:
- For \( \lambda_1(0) = -1 \): \( \mathbf{v}_1 = \begin{bmatrix} -1 \\ 1 \\ 0 \end{bmatrix} \)
- For \( \lambda_2(0) = 0 \): \( \mathbf{v}_2 = \begin{bmatrix} 1 \\ -2 \\ 0 \end{bmatrix} \)
- For \( \lambda_3(0) = 1 \): \( \mathbf{v}_3 = \begin{bmatrix} 0 \\ 2 \\ 1 \end{bmatrix} \)

The left eigenvectors are:
- For \( \lambda_1(0) = -1 \): \( \mathbf{u}_1 = \begin{bmatrix} 2 \\ 1 \\ -2 \end{bmatrix} \)
- For \( \lambda_2(0) = 0 \): \( \mathbf{u}_2 = \begin{bmatrix} 1 \\ 1 \\ -2 \end{bmatrix} \)
- For \( \lambda_3(0) = 1 \): \( \mathbf{u}_3 = \begin{bmatrix} 0 \\ 0 \\ 1 \end{bmatrix} \)

The first-order corrections are:
- For \( i=1 \): \( \frac{\mathbf{u}_1^H B \mathbf{v}_1}{\mathbf{u}_1^H \mathbf{v}_1} = 2 \), so \( |\lambda_1(\epsilon) - \lambda_1(0)| \approx |2\epsilon| = 2\epsilon \)
- For \( i=2 \): \( \frac{\mathbf{u}_2^H B \mathbf{v}_2}{\mathbf{u}_2^H \mathbf{v}_2} = -6 \), so \( |\lambda_2(\epsilon) - \lambda_2(0)| \approx |-6\epsilon| = 6\epsilon \)
- For \( i=3 \): \( \frac{\mathbf{u}_3^H B \mathbf{v}_3}{\mathbf{u}_3^H \mathbf{v}_3} = 1 \), so \( |\lambda_3(\epsilon) - \lambda_3(0)| \approx |1 \cdot \epsilon| = \epsilon \)

Thus, the estimates are:
\[
|\lambda_1(\epsilon) - \lambda_1(0)| \approx 2\epsilon
\]
\[
|\lambda_2(\epsilon) - \lambda_2(0)| \approx 6\epsilon
\]
\[
|\lambda_3(\epsilon) - \lambda_3(0)| \approx \epsilon
\]"
77,"To estimate \(|\lambda_i - \tilde{\lambda}_i|\) for \(i = 1, 2, 3\), where \(\lambda_i\) are the eigenvalues of 
\[
A = \begin{bmatrix} 2 & 3/2 & 0 \\ 1/2 & 1 & 0 \\ 0 & 0 & -1 \end{bmatrix}
\]
and \(\tilde{\lambda}_i\) are the eigenvalues of 
\[
\tilde{A} = \begin{bmatrix} 1.99 & 1.49 & 0.01 \\ 0.49 & 1.01 & -0.01 \\ 0.01 & -0.01 & -0.99 \end{bmatrix},
\]
apply Gershgorin's theorem to both matrices.

For \(A\), the Gershgorin discs are:
- Disc 1: centered at 2 with radius \(R_1 = |3/2| + |0| = 1.5\), so eigenvalues lie in \([0.5, 3.5]\).
- Disc 2: centered at 1 with radius \(R_2 = |1/2| + |0| = 0.5\), so eigenvalues lie in \([0.5, 1.5]\).
- Disc 3: centered at \(-1\) with radius \(R_3 = |0| + |0| = 0\), so an eigenvalue is exactly at \(-1\).

For \(\tilde{A}\), the Gershgorin discs are:
- Disc 1: centered at 1.99 with radius \(\tilde{R}_1 = |1.49| + |0.01| = 1.50\), so eigenvalues lie in \([0.49, 3.49]\).
- Disc 2: centered at 1.01 with radius \(\tilde{R}_2 = |0.49| + |-0.01| = 0.50\), so eigenvalues lie in \([0.51, 1.51]\).
- Disc 3: centered at \(-0.99\) with radius \(\tilde{R}_3 = |0.01| + |-0.01| = 0.02\), so eigenvalues lie in \([-1.01, -0.97]\).

Comparing the discs:
- The discs for \(A\) and \(\tilde{A}\) are perturbations of each other due to the small matrix difference.
- The maximum difference between corresponding discs is determined by the shifts in centers and radii.
- For Disc 3, the eigenvalue of \(A\) is at \(-1\), and for \(\tilde{A}\), it lies in \([-1.01, -0.97]\), so \(|\lambda_3 - \tilde{\lambda}_3| \leq \max\{|-1 - (-1.01)|, |-1 - (-0.97)|\} = 0.03\).
- For Discs 1 and 2, the differences in the intervals suggest bounds up to the maximum shift, which is at most 0.03 based on the perturbation.

Thus, the estimates are:
\[
|\lambda_i - \tilde{\lambda}_i| \leq 0.03 \quad \text{for} \quad i = 1, 2, 3.
\]"
78,"The matrix is \( A = \begin{bmatrix} \frac{3}{2} & \frac{1}{2} \\ \frac{1}{2} & \frac{3}{2} \end{bmatrix} \), and the sequence is defined by \( y_n = (\mathbf{I} + \alpha A + \alpha^2 A^2) y_{n+1} \) for \( n = 1, 2, \ldots \), with \( y_0 \) arbitrary.

The eigenvalues of \( A \) are \( \lambda_1 = 1 \) and \( \lambda_2 = 2 \).

The matrix \( B = \mathbf{I} + \alpha A + \alpha^2 A^2 \) has eigenvalues \( \mu_1 = 1 + \alpha + \alpha^2 \) and \( \mu_2 = 1 + 2\alpha + 4\alpha^2 \).

For the sequence \( \{y_n\} \) to converge to 0 as \( n \to \infty \), the spectral radius of \( B^{-1} \) must be less than 1, which requires \( |\mu_1| > 1 \) and \( |\mu_2| > 1 \).

This leads to the conditions:

- \( 1 + \alpha + \alpha^2 > 1 \), so \( \alpha^2 + \alpha > 0 \), which holds for \( \alpha < -1 \) or \( \alpha > 0 \).

- \( 1 + 2\alpha + 4\alpha^2 > 1 \), so \( 4\alpha^2 + 2\alpha > 0 \), which holds for \( \alpha < -\frac{1}{2} \) or \( \alpha > 0 \).

The intersection of these conditions is \( \alpha < -1 \) or \( \alpha > 0 \).

Thus, the sequence converges to 0 for \( \alpha \in (-\infty, -1) \cup (0, \infty) \)."
79,"The exact integer solution to the system \( \mathbf{Ax} = \mathbf{b} \), where \(\mathbf{A}\) is the 4th-order Hilbert matrix and \(\mathbf{b} = \begin{bmatrix} 1 \\ 1 \\ 1 \\ 1 \end{bmatrix} \), is obtained through iterative improvement using \(\mathbf{B}\) as an approximate inverse.

After performing the iterative refinement process, the solution converges to:

\[
\mathbf{x} = \begin{bmatrix} 140 \\ 210 \\ 120 \\ 24 \end{bmatrix}
\]"
