id,question
259,Compute the Frobenius norm of $F = \begin{pmatrix} 1 & -3 & 2 \\ 4 & 0 & -1 \\ -2 & 5 & 3 \end{pmatrix}$.
260,Solve $Gx = b$ using Cholesky decomposition where $G = \begin{pmatrix} 16 & 4 \\ 4 & 2 \end{pmatrix}$ and $b = \begin{pmatrix} 24 \\ 8 \end{pmatrix}$.
261,Find the singular values of $H = \begin{pmatrix} 2 & 3 \\ 1 & 4 \\ 0 & 1 \end{pmatrix}$.
262,Calculate the spectral radius of $I = \begin{pmatrix} 0.7 & 0.2 \\ 0.3 & 0.6 \end{pmatrix}$.
263,Find the least squares solution to $Jx = c$ where $J = \begin{pmatrix} 2 & 1 \\ 1 & 3 \\ 3 & 2 \\ 1 & 1 \end{pmatrix}$ and $c = \begin{pmatrix} 8 \\ 9 \\ 12 \\ 5 \end{pmatrix}$.
264,Compute the condition number $\kappa_2(K)$ where $K = \begin{pmatrix} 3 & 2 \\ 2 & 2 \end{pmatrix}$.
265,Find the null space of $L = \begin{pmatrix} 3 & 6 & -3 & 9 \\ 1 & 2 & -1 & 3 \\ 2 & 4 & -2 & 6 \end{pmatrix}$.
266,Perform five iterations of the power method for $M = \begin{pmatrix} 6 & 1 \\ 2 & 3 \end{pmatrix}$ starting with $v_0 = \begin{pmatrix} 1 \\ 0 \end{pmatrix}$.
267,Find the rank of $N = \begin{pmatrix} 1 & 2 & 3 & 4 & 5 \\ 2 & 4 & 6 & 8 & 10 \\ 3 & 6 & 9 & 12 & 15 \\ 1 & 2 & 4 & 5 & 6 \end{pmatrix}$.
268,"Calculate the matrix norms $\|O\|_1, \|O\|_2, \|O\|_\infty$ for $O = \begin{pmatrix} 4 & -1 & 2 \\ -2 & 3 & -1 \\ 1 & -2 & 4 \end{pmatrix}$."
269,Find eigenvalues of the block diagonal matrix $P = \begin{pmatrix} 3 & 2 & 0 & 0 \\ 1 & 4 & 0 & 0 \\ 0 & 0 & 5 & 1 \\ 0 & 0 & 2 & 6 \end{pmatrix}$.
270,Perform Gaussian elimination with complete pivoting on $\begin{pmatrix} 2 & 1 & 3 \\ 1 & 4 & 2 \\ 3 & 2 & 1 \end{pmatrix}\begin{pmatrix} x \\ y \\ z \end{pmatrix} = \begin{pmatrix} 10 \\ 11 \\ 8 \end{pmatrix}$.
271,Calculate the Moore-Penrose pseudoinverse of $Q = \begin{pmatrix} 3 & 0 \\ 0 & 0 \\ 4 & 0 \end{pmatrix}$.
272,Find the characteristic polynomial of $R = \begin{pmatrix} 5 & 3 & 2 \\ 0 & 5 & 3 \\ 0 & 0 & 5 \end{pmatrix}$.
273,Compute the matrix square root of $S = \begin{pmatrix} 25 & 0 \\ 0 & 36 \end{pmatrix}$.
274,Solve the Lyapunov equation $AX + XA^T = -C$ where $A = \begin{pmatrix} -3 & 1 \\ 0 & -2 \end{pmatrix}$ and $C = \begin{pmatrix} 6 & 0 \\ 0 & 4 \end{pmatrix}$.
275,Find the Jordan normal form of $T = \begin{pmatrix} 4 & 1 & 0 & 0 \\ 0 & 4 & 1 & 0 \\ 0 & 0 & 4 & 0 \\ 0 & 0 & 0 & 3 \end{pmatrix}$.
276,Calculate the condition number of the Hilbert matrix $H_4$.
277,Find the eigenvector corresponding to $\lambda = 9$ for $U = \begin{pmatrix} 6 & 3 \\ 3 & 6 \end{pmatrix}$.
278,Compute the spectral norm of $V = \begin{pmatrix} 5 & 2 \\ 1 & 3 \end{pmatrix}$.
279,Solve using Cramer's rule: $\begin{pmatrix} 5 & 2 \\ 3 & 4 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 19 \\ 17 \end{pmatrix}$.
280,Find the minimal polynomial of $W = \begin{pmatrix} 7 & 2 & 0 \\ 0 & 7 & 0 \\ 0 & 0 & 5 \end{pmatrix}$.
281,Calculate the trace and determinant of $X = \begin{pmatrix} 4 & 1 & -2 \\ 3 & 5 & 1 \\ -1 & 2 & 6 \end{pmatrix}$.
282,Find the orthogonal projection of $v = \begin{pmatrix} 5 \\ 2 \\ 1 \end{pmatrix}$ onto the subspace spanned by $u_1 = \begin{pmatrix} 1 \\ 1 \\ 1 \end{pmatrix}$ and $u_2 = \begin{pmatrix} 1 \\ -1 \\ 0 \end{pmatrix}$.
283,Compute the real Schur decomposition of $Y = \begin{pmatrix} 3 & 4 \\ -1 & 3 \end{pmatrix}$.
284,Solve $Zx = b$ using forward substitution where $Z = \begin{pmatrix} 4 & 0 & 0 \\ 2 & 3 & 0 \\ 1 & -1 & 5 \end{pmatrix}$ and $b = \begin{pmatrix} 12 \\ 13 \\ 14 \end{pmatrix}$.
285,Calculate the angle between vectors $u = \begin{pmatrix} 4 \\ 3 \\ 0 \end{pmatrix}$ and $v = \begin{pmatrix} 2 \\ 1 \\ 4 \end{pmatrix}$.
286,Find matrix $A$ such that $A^5 = \begin{pmatrix} 32 & 0 \\ 0 & 243 \end{pmatrix}$.
287,Compute the generalized inverse of $B = \begin{pmatrix} 4 & 8 \\ 1 & 2 \end{pmatrix}$.
288,Solve the homogeneous system $(C - 6I)x = 0$ where $C = \begin{pmatrix} 8 & 2 \\ 4 & 4 \end{pmatrix}$.
289,Find the polar decomposition of $D = \begin{pmatrix} 5 & 0 \\ 3 & 4 \end{pmatrix}$.
290,Calculate the residual for approximate solution $x = \begin{pmatrix} 2 \\ 3 \end{pmatrix}$ to $Ex = f$ where $E = \begin{pmatrix} 3 & 1 \\ 2 & 4 \end{pmatrix}$ and $f = \begin{pmatrix} 9 \\ 16 \end{pmatrix}$.
291,Find the column space of $F = \begin{pmatrix} 2 & 4 & 6 \\ 1 & 2 & 4 \\ 3 & 6 & 8 \end{pmatrix}$.
292,Compute four steps of Gauss-Seidel method for $\begin{pmatrix} 6 & 2 \\ 1 & 5 \end{pmatrix}x = \begin{pmatrix} 13 \\ 17 \end{pmatrix}$ with $x^{(0)} = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$.
293,Find eigenvalues of the symmetric matrix $G = \begin{pmatrix} 4 & 2 & 1 \\ 2 & 4 & 2 \\ 1 & 2 & 4 \end{pmatrix}$.
294,Calculate the matrix logarithm of $H = \begin{pmatrix} e^4 & 0 \\ 0 & e^{-2} \end{pmatrix}$.
295,Find the best rank-1 approximation to $I = \begin{pmatrix} 3 & 2 \\ 1 & 4 \end{pmatrix}$ using SVD.
296,Solve the matrix equation $XA + AX = B$ where $A = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}$ and $B = \begin{pmatrix} 8 & 0 \\ 0 & 18 \end{pmatrix}$.
297,Find the Gershgorin discs for $L = \begin{pmatrix} 7 & 2 & -1 \\ 1 & 5 & 2 \\ -2 & 1 & 6 \end{pmatrix}$.
298,Calculate the Householder reflector that zeros all but the first component of $v = \begin{pmatrix} 4 \\ 3 \\ 5 \end{pmatrix}$.
299,Solve the triangular system $\begin{pmatrix} 4 & 3 & 2 \\ 0 & 5 & 1 \\ 0 & 0 & 6 \end{pmatrix}x = \begin{pmatrix} 20 \\ 16 \\ 18 \end{pmatrix}$ using back substitution.
300,Compute the operator norm of $M = \begin{pmatrix} 4 & 2 \\ 2 & 4 \end{pmatrix}$.
301,Find eigenvalues of the skew-symmetric matrix $N = \begin{pmatrix} 0 & 3 & -2 \\ -3 & 0 & 4 \\ 2 & -4 & 0 \end{pmatrix}$.
302,Calculate the condition number of $O = \begin{pmatrix} 2 & 3 \\ 0 & 0.0001 \end{pmatrix}$.
303,Find the solution using one iteration of GMRES for $\begin{pmatrix} 4 & 2 \\ 1 & 3 \end{pmatrix}x = \begin{pmatrix} 6 \\ 4 \end{pmatrix}$ with $x_0 = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$.
304,Calculate the Hadamard product $P \circ Q$ where $P = \begin{pmatrix} 3 & 1 \\ 4 & 2 \end{pmatrix}$ and $Q = \begin{pmatrix} 2 & 5 \\ 1 & 3 \end{pmatrix}$.
305,Find eigenvalues of the circulant matrix $R = \begin{pmatrix} 2 & 1 & 4 \\ 4 & 2 & 1 \\ 1 & 4 & 2 \end{pmatrix}$.
306,"Compute the generalized eigenvalues of $(S, T)$ where $S = \begin{pmatrix} 4 & 2 \\ 2 & 3 \end{pmatrix}$ and $T = \begin{pmatrix} 2 & 1 \\ 1 & 1 \end{pmatrix}$."
307,"Find the solution to the block system $\begin{pmatrix} A & B \\ C & D \end{pmatrix}\begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} b_1 \\ b_2 \end{pmatrix}$ where $A = \begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix}$, $B = \begin{pmatrix} 2 \\ 1 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 2 \end{pmatrix}$, $D = 4$, $b_1 = \begin{pmatrix} 8 \\ 6 \end{pmatrix}$, $b_2 = 9$."
308,Calculate the matrix sign function of $U = \begin{pmatrix} 5 & 0 \\ 0 & -2 \end{pmatrix}$.
309,"Find the Schur complement of $\begin{pmatrix} A & B \\ C & D \end{pmatrix}$ where $A = \begin{pmatrix} 3 & 1 \\ 1 & 4 \end{pmatrix}$, $B = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 2 \end{pmatrix}$, $D = 6$."
310,Compute the Kronecker product $V \otimes W$ where $V = \begin{pmatrix} 1 & 3 \\ 2 & 0 \end{pmatrix}$ and $W = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix}$.
311,Find the matrix exponential of $X = \begin{pmatrix} 2 & 1 \\ 0 & 2 \end{pmatrix}$.
312,Calculate the vec operation on $Y = \begin{pmatrix} 3 & 1 \\ 4 & 2 \end{pmatrix}$.
313,Find the solution using BiCGSTAB method setup for $\begin{pmatrix} 5 & 2 \\ 1 & 4 \end{pmatrix}x = \begin{pmatrix} 7 \\ 5 \end{pmatrix}$.
314,Compute the Drazin inverse of $Z = \begin{pmatrix} 3 & 2 & 0 \\ 0 & 0 & 1 \\ 0 & 0 & 0 \end{pmatrix}$.
315,Find eigenvalues of the Toeplitz matrix $AA = \begin{pmatrix} 5 & 3 & 1 & 0 \\ 3 & 5 & 3 & 1 \\ 1 & 3 & 5 & 3 \\ 0 & 1 & 3 & 5 \end{pmatrix}$.
316,Calculate the Rayleigh quotient $\frac{x^TAx}{x^Tx}$ where $A = \begin{pmatrix} 6 & 2 \\ 2 & 3 \end{pmatrix}$ and $x = \begin{pmatrix} 3 \\ 1 \end{pmatrix}$.
317,Find the solution to the algebraic Riccati equation $X + XAX = Q$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 4 \end{pmatrix}$ and $Q = \begin{pmatrix} 2 & 0 \\ 0 & 8 \end{pmatrix}$.
318,Compute the companion matrix for polynomial $p(x) = x^3 + 5x^2 + 6x + 7$.
319,Find the solution using QMR method setup for $\begin{pmatrix} 6 & 2 \\ 1 & 4 \end{pmatrix}x = \begin{pmatrix} 8 \\ 5 \end{pmatrix}$.
320,Calculate the group inverse of $BB = \begin{pmatrix} 4 & 4 & 4 \\ 4 & 4 & 4 \\ 4 & 4 & 4 \end{pmatrix}$.
321,Find eigenvalues of the Hankel matrix $CC = \begin{pmatrix} 3 & 4 & 5 \\ 4 & 5 & 6 \\ 5 & 6 & 7 \end{pmatrix}$.
322,"Compute the weighted least squares solution to $Ax = b$ with weight matrix $W$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 3 \\ 3 & 1 \end{pmatrix}$, $b = \begin{pmatrix} 5 \\ 6 \\ 7 \end{pmatrix}$, $W = \begin{pmatrix} 3 & 0 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & 2 \end{pmatrix}$."
323,Find the solution to generalized Sylvester equation $AXB + CXD = E$ for $2 \times 2$ matrices.
324,Calculate the numerical rank of $DD = \begin{pmatrix} 3 & 6 & 9 \\ 1 & 2 & 3.0002 \\ 2 & 4 & 6 \end{pmatrix}$ with tolerance $10^{-1}$.
325,Find the solution using MINRES method setup for $\begin{pmatrix} 4 & 2 \\ 2 & 3 \end{pmatrix}x = \begin{pmatrix} 6 \\ 5 \end{pmatrix}$.
326,Compute matrix norms for $EE = \begin{pmatrix} 3 & -2 \\ 4 & 1 \end{pmatrix}$.
327,Find Cholesky factorization with pivoting for $FF = \begin{pmatrix} 4 & 2 & 1 \\ 2 & 5 & 3 \\ 1 & 3 & 6 \end{pmatrix}$.
328,Calculate condition number for $GG = \begin{pmatrix} 3 & 3 \\ 3 & 3+\epsilon \end{pmatrix}$ where $\epsilon = 10^{-5}$.
329,Find the solution to tensor equation $\mathcal{A} \times_1 X = \mathcal{B}$ for $2 \times 3 \times 2$ tensor.
330,Compute GSVD of $A = \begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 2 \\ 3 & 1 \end{pmatrix}$.
331,Find solution using LSQR setup for $\min\|Ax - b\|$ where $A = \begin{pmatrix} 3 & 1 \\ 1 & 2 \\ 2 & 1 \end{pmatrix}$ and $b = \begin{pmatrix} 6 \\ 5 \\ 7 \end{pmatrix}$.
332,Calculate matrix cosine of $HH = \begin{pmatrix} 0 & 2\pi \\ -2\pi & 0 \end{pmatrix}$.
333,"Find Padé approximation of order $(1,2)$ to $e^{II}$ where $II = \begin{pmatrix} 0.3 & 0 \\ 0 & 0.4 \end{pmatrix}$."
334,Compute Bauer-Fike bound for $JJ = \begin{pmatrix} 4 & 1 \\ 0 & 5 \end{pmatrix}$ with perturbation $\Delta A = \begin{pmatrix} 0.02 & 0 \\ 0 & 0.02 \end{pmatrix}$.
335,Find solution to algebraic Riccati equation $A^TX + XA - XBR^{-1}B^TX + Q = 0$ for small matrices.
336,Calculate structured condition number for Vandermonde matrix $V = \begin{pmatrix} 1 & 1 \\ 4 & 16 \end{pmatrix}$.
337,Find solution using IDR(s) with $s=2$ setup for $\begin{pmatrix} 5 & 2 \\ 1 & 4 \end{pmatrix}x = \begin{pmatrix} 7 \\ 5 \end{pmatrix}$.
338,Compute logarithmic norm of $KK = \begin{pmatrix} -3 & 4 \\ 2 & -5 \end{pmatrix}$.
339,Find solution to discrete Lyapunov equation $X - AXA^T = Q$ where $A = \begin{pmatrix} 0.8 & 0.1 \\ 0 & 0.9 \end{pmatrix}$ and $Q = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}$.
340,Calculate field of values boundary for $LL = \begin{pmatrix} 3 & 2i \\ -2i & 4 \end{pmatrix}$.
341,Find solution using FGMRES setup for $\begin{pmatrix} 6 & 2 \\ 1 & 5 \end{pmatrix}x = \begin{pmatrix} 8 \\ 6 \end{pmatrix}$.
342,Compute Drazin inverse of $MM = \begin{pmatrix} 3 & 3 & 3 \\ 0 & 0 & 3 \\ 0 & 0 & 0 \end{pmatrix}$.
343,"Find eigenvalues of matrix pencil $(A, B)$ where $A = \begin{pmatrix} 3 & 2 \\ 1 & 4 \end{pmatrix}$ and $B = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix}$."
344,Calculate pseudospectrum $\sigma_\epsilon(A)$ for $\epsilon = 0.3$ where $A = \begin{pmatrix} 2 & 1 \\ 0 & 2 \end{pmatrix}$.
345,Find solution using restarted GMRES(3) for $\begin{pmatrix} 5 & 2 \\ 1 & 4 \end{pmatrix}x = \begin{pmatrix} 7 \\ 5 \end{pmatrix}$.
346,Compute matrix fourth root $A^{1/4}$ for $A = \begin{pmatrix} 16 & 0 \\ 0 & 81 \end{pmatrix}$.
347,Find solution to coupled Sylvester equations $AX + YB = C$ and $DX + YE = F$.
348,Calculate stability radius of $A = \begin{pmatrix} -4 & 3 \\ 0 & -2 \end{pmatrix}$.
349,Find eigenvalue approximation using Arnoldi for $\begin{pmatrix} 5 & 2 & 0 \\ 1 & 4 & 2 \\ 0 & 1 & 3 \end{pmatrix}$.
350,Compute matrix unwinding number for $\log(A)$ where $A = \begin{pmatrix} -3 & 0 \\ 0 & -4 \end{pmatrix}$.
351,Find the determinant of $A = \begin{pmatrix} 3 & 2 & 1 \\ 1 & 4 & 2 \\ 2 & 1 & 3 \end{pmatrix}$ using row reduction.
352, Solve the linear system $\begin{pmatrix} 2 & 3 & 1 \\ 1 & 2 & 3 \\ 3 & 1 & 2 \end{pmatrix}\begin{pmatrix} x \\ y \\ z \end{pmatrix} = \begin{pmatrix} 14 \\ 13 \\ 12 \end{pmatrix}$ using Gaussian elimination.
353,Calculate the eigenvalues of $B = \begin{pmatrix} 6 & -2 \\ 3 & 1 \end{pmatrix}$ and find their corresponding eigenvectors.
354,Perform LU decomposition on $C = \begin{pmatrix} 4 & 3 & 2 \\ 8 & 9 & 4 \\ 4 & 6 & 8 \end{pmatrix}$ without pivoting.
355,Find the 2-norm and infinity norm of vector $v = \begin{pmatrix} 3 \\ -4 \\ 5 \\ -2 \end{pmatrix}$.
356,Calculate the inverse of $D = \begin{pmatrix} 4 & 1 \\ 7 & 2 \end{pmatrix}$ using the formula method.
357,Apply three iterations of the Jacobi method to solve $\begin{pmatrix} 4 & 1 & -1 \\ 1 & 5 & 2 \\ -1 & 2 & 6 \end{pmatrix}x = \begin{pmatrix} 8 \\ 12 \\ 11 \end{pmatrix}$ starting with $x^{(0)} = \begin{pmatrix} 0 \\ 0 \\ 0 \end{pmatrix}$.
358, Find the QR decomposition of $E = \begin{pmatrix} 2 & 1 \\ 1 & 1 \\ 0 & 2 \end{pmatrix}$ using the Gram-Schmidt process
359,Compute the Frobenius norm of $F = \begin{pmatrix} 2 & -1 & 3 \\ 1 & 4 & -2 \\ -3 & 2 & 1 \end{pmatrix}$.
360,Solve $Gx = b$ using Cholesky decomposition where $G = \begin{pmatrix} 9 & 6 \\ 6 & 5 \end{pmatrix}$ and $b = \begin{pmatrix} 21 \\ 16 \end{pmatrix}$.
361, Find the singular values of $H = \begin{pmatrix} 3 & 1 \\ 1 & 3 \\ 2 & 0 \end{pmatrix}$.
362, Calculate the spectral radius of $I = \begin{pmatrix} 0.4 & 0.3 \\ 0.2 & 0.5 \end{pmatrix}$.
363, Find the least squares solution to $Jx = c$ where $J = \begin{pmatrix} 1 & 3 \\ 2 & 1 \\ 1 & 2 \\ 3 & 1 \end{pmatrix}$ and $c = \begin{pmatrix} 7 \\ 6 \\ 5 \\ 8 \end{pmatrix}$.
364,Compute the condition number $\kappa_2(K)$ where $K = \begin{pmatrix} 2 & 1 \\ 1 & 1.5 \end{pmatrix}$.
365,Find the null space of $L = \begin{pmatrix} 1 & 2 & -1 & 3 \\ 2 & 4 & -2 & 6 \\ 1 & 2 & 0 & 4 \end{pmatrix}$.
366,Perform four iterations of the power method for $M = \begin{pmatrix} 5 & 2 \\ 1 & 4 \end{pmatrix}$ starting with $v_0 = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$.
367,Find the rank of $N = \begin{pmatrix} 2 & 4 & 6 & 8 \\ 1 & 2 & 3 & 4 \\ 3 & 6 & 9 & 12 \\ 2 & 4 & 7 & 9 \end{pmatrix}$.
368,Calculate the 1-norm and $\infty$-norm of $O = \begin{pmatrix} 3 & -2 & 1 \\ -1 & 4 & -3 \\ 2 & -1 & 5 \end{pmatrix}$.
369,Find eigenvalues of the symmetric tridiagonal matrix $P = \begin{pmatrix} 4 & -1 & 0 & 0 & 0 \\ -1 & 4 & -1 & 0 & 0 \\ 0 & -1 & 4 & -1 & 0 \\ 0 & 0 & -1 & 4 & -1 \\ 0 & 0 & 0 & -1 & 4 \end{pmatrix}$.
370,Perform Gaussian elimination with partial pivoting on $\begin{pmatrix} 0.001 & 2 \\ 1 & 1 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 2 \\ 2 \end{pmatrix}$.
371,Calculate the Moore-Penrose pseudoinverse of $Q = \begin{pmatrix} 1 & 0 \\ 0 & 0 \\ 2 & 0 \end{pmatrix}$.
372,Find the characteristic polynomial of $R = \begin{pmatrix} 3 & 2 & 1 \\ 0 & 3 & 2 \\ 0 & 0 & 3 \end{pmatrix}$.
373,Compute the principal square root of $S = \begin{pmatrix} 13 & 4 \\ 4 & 7 \end{pmatrix}$.
374,Solve the continuous Lyapunov equation $AX + XA^T = -C$ where $A = \begin{pmatrix} -1 & 2 \\ 0 & -2 \end{pmatrix}$ and $C = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}$.
375, Find the Jordan normal form of $T = \begin{pmatrix} 2 & 1 & 0 \\ 0 & 2 & 1 \\ 0 & 0 & 2 \end{pmatrix}$.
376,Calculate the condition number of the Hilbert matrix $H_3 = \begin{pmatrix} 1 & 1/2 & 1/3 \\ 1/2 & 1/3 & 1/4 \\ 1/3 & 1/4 & 1/5 \end{pmatrix}$.
377,Find the eigenvector corresponding to $\lambda = 8$ for $U = \begin{pmatrix} 5 & 3 \\ 3 & 5 \end{pmatrix}$.
378,Compute the spectral norm of $V = \begin{pmatrix} 3 & 2 \\ 1 & 4 \end{pmatrix}$.
379, Solve using Cramer's rule: $\begin{pmatrix} 4 & 3 \\ 2 & 5 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 17 \\ 16 \end{pmatrix}$.
380,Find the minimal polynomial of $W = \begin{pmatrix} 4 & 1 & 0 \\ 0 & 4 & 0 \\ 0 & 0 & 3 \end{pmatrix}$.
381,Calculate the trace and determinant of $X = \begin{pmatrix} 2 & 3 & -1 \\ 1 & 4 & 2 \\ -2 & 1 & 3 \end{pmatrix}$.
382, Find the orthogonal projection of $v = \begin{pmatrix} 4 \\ 1 \\ 2 \end{pmatrix}$ onto the subspace spanned by $u_1 = \begin{pmatrix} 1 \\ 1 \\ 0 \end{pmatrix}$ and $u_2 = \begin{pmatrix} 1 \\ 0 \\ 1 \end{pmatrix}$.
383,Compute the real Schur decomposition of $Y = \begin{pmatrix} 1 & 2 \\ -2 & 1 \end{pmatrix}$.
384,Solve $Zx = b$ using forward substitution where $Z = \begin{pmatrix} 2 & 0 & 0 \\ 3 & 4 & 0 \\ 1 & -2 & 5 \end{pmatrix}$ and $b = \begin{pmatrix} 8 \\ 18 \\ 9 \end{pmatrix}$.
385,Calculate the angle between vectors $u = \begin{pmatrix} 2 \\ 1 \\ 3 \end{pmatrix}$ and $v = \begin{pmatrix} 1 \\ 4 \\ 2 \end{pmatrix}$.
386,Find matrix $A$ such that $A^4 = \begin{pmatrix} 16 & 0 \\ 0 & 81 \end{pmatrix}$.
387,Compute the generalized inverse of $B = \begin{pmatrix} 1 & 3 \\ 2 & 6 \end{pmatrix}$.
388,Solve the homogeneous system $(C - 5I)x = 0$ where $C = \begin{pmatrix} 7 & 2 \\ 4 & 3 \end{pmatrix}$.
389, Find the polar decomposition of $D = \begin{pmatrix} 3 & 4 \\ 0 & 5 \end{pmatrix}$.
390, Calculate the residual for approximate solution $x = \begin{pmatrix} 3 \\ 1 \end{pmatrix}$ to $Ex = f$ where $E = \begin{pmatrix} 2 & 1 \\ 3 & 2 \end{pmatrix}$ and $f = \begin{pmatrix} 7 \\ 11 \end{pmatrix}$.
391,Find the column space of $F = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 7 \\ 1 & 2 & 4 \end{pmatrix}$.
392,Compute three steps of Gauss-Seidel method for $\begin{pmatrix} 5 & 2 \\ 1 & 4 \end{pmatrix}x = \begin{pmatrix} 12 \\ 9 \end{pmatrix}$ with $x^{(0)} = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$.
393,Find eigenvalues of the symmetric matrix $G = \begin{pmatrix} 3 & 1 & 2 \\ 1 & 3 & 2 \\ 2 & 2 & 0 \end{pmatrix}$.
394, Calculate the matrix logarithm of $H = \begin{pmatrix} e^3 & 0 \\ 0 & e^{-1} \end{pmatrix}$.
395, Find the best rank-1 approximation to $I = \begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix}$ using SVD.
396, Solve the matrix equation $XA + AX = B$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$ and $B = \begin{pmatrix} 6 & 0 \\ 0 & 12 \end{pmatrix}$.
397,Find the Gershgorin discs for $L = \begin{pmatrix} 5 & 1 & -2 \\ 2 & 4 & 1 \\ -1 & 2 & 6 \end{pmatrix}$.
398,Calculate the Householder reflector that zeros all but the first component of $v = \begin{pmatrix} 3 \\ 4 \\ 5 \end{pmatrix}$.
399,Solve the triangular system $\begin{pmatrix} 3 & 2 & 1 \\ 0 & 4 & 2 \\ 0 & 0 & 5 \end{pmatrix}x = \begin{pmatrix} 16 \\ 14 \\ 15 \end{pmatrix}$ using back substitution.
400,Compute the operator norm of $M = \begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix}$.
401,Find eigenvalues of the anti-symmetric matrix $N = \begin{pmatrix} 0 & 2 & -1 \\ -2 & 0 & 3 \\ 1 & -3 & 0 \end{pmatrix}$.
402,Calculate the condition number of $O = \begin{pmatrix} 1 & 2 \\ 0 & 0.001 \end{pmatrix}$.
403,Find the solution using one iteration of GMRES for $\begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix}x = \begin{pmatrix} 4 \\ 3 \end{pmatrix}$ with $x_0 = \begin{pmatrix} 0 \\ 0 \end{pmatrix}$.
404,Calculate the Hadamard product $P \circ Q$ where $P = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix}$ and $Q = \begin{pmatrix} 5 & 2 \\ 1 & 3 \end{pmatrix}$.
405,Find eigenvalues of the circulant matrix $R = \begin{pmatrix} 1 & 2 & 3 & 4 \\ 4 & 1 & 2 & 3 \\ 3 & 4 & 1 & 2 \\ 2 & 3 & 4 & 1 \end{pmatrix}$
406,"Compute the generalized eigenvalues of $(S, T)$ where $S = \begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix}$ and $T = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$."
407,"Find the solution to the block system $\begin{pmatrix} A & B \\ C & D \end{pmatrix}\begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} b_1 \\ b_2 \end{pmatrix}$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$, $B = \begin{pmatrix} 1 \\ 0 \end{pmatrix}$, $C = \begin{pmatrix} 0 & 1 \end{pmatrix}$, $D = 3$, $b_1 = \begin{pmatrix} 5 \\ 4 \end{pmatrix}$, $b_2 = 2$."
408,Calculate the matrix sign function of $U = \begin{pmatrix} 4 & 0 \\ 0 & -3 \end{pmatrix}$.
409,"Find the Schur complement of $\begin{pmatrix} A & B \\ C & D \end{pmatrix}$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix}$, $B = \begin{pmatrix} 2 \\ 1 \end{pmatrix}$, $C = \begin{pmatrix} 2 & 1 \end{pmatrix}$, $D = 5$."
410,Compute the Kronecker product $V \otimes W$ where $V = \begin{pmatrix} 2 & 1 \\ 0 & 3 \end{pmatrix}$ and $W = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$.
411,Find the matrix exponential of $X = \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix}$.
412,Calculate the vec operation on $Y = \begin{pmatrix} 2 & 4 \\ 1 & 3 \end{pmatrix}$.
413,Find the solution using BiCGSTAB method setup for $\begin{pmatrix} 3 & 1 \\ 1 & 4 \end{pmatrix}x = \begin{pmatrix} 4 \\ 5 \end{pmatrix}$.
414,Compute the Drazin inverse of $Z = \begin{pmatrix} 2 & 1 & 0 \\ 0 & 0 & 1 \\ 0 & 0 & 0 \end{pmatrix}$.
415,Find eigenvalues of the Toeplitz matrix $AA = \begin{pmatrix} 3 & 2 & 1 & 0 \\ 2 & 3 & 2 & 1 \\ 1 & 2 & 3 & 2 \\ 0 & 1 & 2 & 3 \end{pmatrix}$.
